,Baths,Beds,House size,Location,PriceR
5608,5.0,5.0,550000.0,"Maharagama,  Colombo",85000000.0
5612,2.0,5.0,544500.0,"Maharagama,  Colombo",80000000.0
5613,6.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5614,4.0,4.0,270000.0,"Maharagama,  Colombo",40000000.0
5619,3.0,5.0,180000.0,"Maharagama,  Colombo",26500000.0
5622,4.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5625,4.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5626,3.0,4.0,290000.0,"Maharagama,  Colombo",45000000.0
5627,1.0,2.0,120000.0,"Maharagama,  Colombo",15500000.0
5630,4.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5635,4.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5639,4.0,5.0,164500.0,"Maharagama,  Colombo",47000000.0
5642,2.0,4.0,250000.0,"Maharagama,  Colombo",36000000.0
5644,4.0,4.0,400000.0,"Maharagama,  Colombo",120000000.0
5646,3.0,6.0,222800.0,"Maharagama,  Colombo",42500000.0
5651,4.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5654,6.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5655,4.0,4.0,270000.0,"Maharagama,  Colombo",40000000.0
5661,4.0,5.0,252400.0,"Maharagama,  Colombo",49500000.0
5662,5.0,5.0,300000.0,"Maharagama,  Colombo",52000000.0
5663,2.0,2.0,125000.0,"Maharagama,  Colombo",14500000.0
5667,1.0,3.0,120000.0,"Maharagama,  Colombo",14000000.0
5669,3.0,3.0,230000.0,"Maharagama,  Colombo",45000000.0
5671,2.0,3.0,250000.0,"Maharagama,  Colombo",35000000.0
5677,4.0,4.0,500000.0,"Maharagama,  Colombo",120000000.0
5678,6.0,9.0,800000.0,"Maharagama,  Colombo",95000000.0
5679,3.0,5.0,210000.0,"Maharagama,  Colombo",32000000.0
5680,1.0,3.0,110000.0,"Maharagama,  Colombo",14000000.0
5681,4.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5684,4.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5689,4.0,5.0,350000.0,"Maharagama,  Colombo",49000000.0
5691,4.0,5.0,350000.0,"Maharagama,  Colombo",50000000.0
5696,2.0,4.0,250000.0,"Maharagama,  Colombo",36000000.0
5698,4.0,4.0,500000.0,"Maharagama,  Colombo",120000000.0
5702,4.0,4.0,500000.0,"Maharagama,  Colombo",120000000.0
5705,2.0,3.0,190000.0,"Maharagama,  Colombo",27500000.0
5706,2.0,4.0,250000.0,"Maharagama,  Colombo",36000000.0
5708,2.0,3.0,250000.0,"Maharagama,  Colombo",35000000.0
5710,3.0,3.0,230000.0,"Maharagama,  Colombo",45000000.0
5711,4.0,5.0,275000.0,"Maharagama,  Colombo",44000000.0
5713,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5718,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
5720,3.0,3.0,120000.0,"Malabe,  Colombo",29500000.0
5722,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
5724,2.0,3.0,140000.0,"Malabe,  Colombo",16000000.0
5725,2.0,3.0,130000.0,"Malabe,  Colombo",17000000.0
5728,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5729,5.0,5.0,560000.0,"Malabe,  Colombo",135000000.0
5730,3.0,4.0,320000.0,"Malabe,  Colombo",45000000.0
5731,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
5732,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
5733,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
5743,3.0,4.0,300000.0,"Malabe,  Colombo",49500000.0
5745,2.0,3.0,100000.0,"Malabe,  Colombo",22500000.0
5747,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5749,3.0,4.0,300000.0,"Malabe,  Colombo",49500000.0
5750,3.0,4.0,400000.0,"Malabe,  Colombo",100000000.0
5753,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
5754,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
5758,3.0,5.0,300000.0,"Malabe,  Colombo",37500000.0
5768,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
5770,5.0,5.0,557000.0,"Malabe,  Colombo",145000000.0
5771,4.0,4.0,267500.0,"Malabe,  Colombo",49500000.0
5775,2.0,3.0,150000.0,"Malabe,  Colombo",16500000.0
5777,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
5783,4.0,5.0,420000.0,"Malabe,  Colombo",66000000.0
5784,2.0,4.0,220000.0,"Malabe,  Colombo",29500000.0
5785,3.0,4.0,320000.0,"Malabe,  Colombo",45000000.0
5788,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5789,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
5795,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5796,1.0,3.0,120000.0,"Malabe,  Colombo",15000000.0
5797,3.0,4.0,300000.0,"Malabe,  Colombo",49500000.0
5798,3.0,3.0,120000.0,"Malabe,  Colombo",29500000.0
5800,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
5802,2.0,3.0,140000.0,"Malabe,  Colombo",16000000.0
5803,2.0,3.0,130000.0,"Malabe,  Colombo",17000000.0
5804,3.0,5.0,180000.0,"Malabe,  Colombo",25000000.0
5805,3.0,3.0,230000.0,"Malabe,  Colombo",25000000.0
5806,4.0,5.0,280000.0,"Malabe,  Colombo",32500000.0
5807,4.0,5.0,300000.0,"Malabe,  Colombo",39000000.0
5809,3.0,5.0,280000.0,"Malabe,  Colombo",32500000.0
5810,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
5815,5.0,5.0,430000.0,"Malabe,  Colombo",55000000.0
5818,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
5820,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
5822,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5823,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
5826,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
5831,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5833,2.0,3.0,180000.0,"Malabe,  Colombo",23500000.0
5835,3.0,4.0,265000.0,"Malabe,  Colombo",46000000.0
5839,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
5840,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5844,3.0,4.0,300000.0,"Malabe,  Colombo",47000000.0
5847,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5850,4.0,4.0,280000.0,"Malabe,  Colombo",49500000.0
5853,2.0,2.0,137000.0,"Malabe,  Colombo",9500000.0
5856,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5857,1.0,3.0,119000.0,"Malabe,  Colombo",16500000.0
5862,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5864,5.0,5.0,560000.0,"Malabe,  Colombo",135000000.0
5865,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
5868,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
5869,1.0,2.0,130000.0,"Malabe,  Colombo",11000000.0
5872,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
5874,2.0,4.0,200000.0,"Malabe,  Colombo",30000000.0
5876,2.0,3.0,150000.0,"Malabe,  Colombo",16500000.0
5877,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
5883,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5886,2.0,2.0,110000.0,"Malabe,  Colombo",17000000.0
5887,2.0,2.0,175000.0,"Malabe,  Colombo",14800000.0
5889,3.0,3.0,120000.0,"Malabe,  Colombo",31000000.0
5890,2.0,5.0,400000.0,"Malabe,  Colombo",66000000.0
5892,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5894,3.0,4.0,264300.0,"Malabe,  Colombo",35000000.0
5896,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5898,3.0,5.0,300000.0,"Malabe,  Colombo",37500000.0
5899,4.0,4.0,285000.0,"Malabe,  Colombo",49500000.0
5901,3.0,3.0,120000.0,"Malabe,  Colombo",29500000.0
5903,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
5905,2.0,3.0,140000.0,"Malabe,  Colombo",16000000.0
5906,2.0,3.0,130000.0,"Malabe,  Colombo",17000000.0
5910,3.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
5914,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
5916,5.0,5.0,430000.0,"Malabe,  Colombo",55000000.0
5918,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5919,3.0,4.0,300000.0,"Malabe,  Colombo",110000000.0
5923,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
5928,2.0,4.0,180000.0,"Malabe,  Colombo",29500000.0
5931,4.0,4.0,267500.0,"Malabe,  Colombo",49500000.0
5933,1.0,2.0,175000.0,"Malabe,  Colombo",11000000.0
5934,1.0,2.0,160000.0,"Malabe,  Colombo",14800000.0
5935,1.0,3.0,130000.0,"Malabe,  Colombo",15500000.0
5939,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5940,5.0,5.0,560000.0,"Malabe,  Colombo",135000000.0
5941,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
5942,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
5943,2.0,4.0,260000.0,"Malabe,  Colombo",39500000.0
5946,3.0,4.0,400000.0,"Malabe,  Colombo",55000000.0
5953,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
5955,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
5963,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
5964,3.0,4.0,360000.0,"Malabe,  Colombo",360000000.0
5968,3.0,3.0,120000.0,"Malabe,  Colombo",29500000.0
5969,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
5971,2.0,3.0,140000.0,"Malabe,  Colombo",16000000.0
5972,2.0,3.0,130000.0,"Malabe,  Colombo",17000000.0
5975,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
5976,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
5978,3.0,5.0,300000.0,"Malabe,  Colombo",37500000.0
5979,3.0,4.0,285000.0,"Malabe,  Colombo",49500000.0
5985,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
5986,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
5990,4.0,5.0,400000.0,"Malabe,  Colombo",75000000.0
5995,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6000,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6005,4.0,4.0,267500.0,"Malabe,  Colombo",49500000.0
6006,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6009,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6016,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6017,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6018,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6026,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6027,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6030,5.0,5.0,430000.0,"Malabe,  Colombo",55000000.0
6034,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
6035,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6036,1.0,3.0,119000.0,"Malabe,  Colombo",16500000.0
6037,3.0,4.0,267500.0,"Malabe,  Colombo",49500000.0
6040,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6048,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6049,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6051,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6056,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6058,4.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
6059,3.0,3.0,235000.0,"Malabe,  Colombo",24500000.0
6062,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6063,5.0,5.0,500000.0,"Malabe,  Colombo",135000000.0
6065,4.0,4.0,267500.0,"Malabe,  Colombo",49500000.0
6071,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6075,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6076,4.0,4.0,350000.0,"Malabe,  Colombo",49000000.0
6077,5.0,5.0,430000.0,"Malabe,  Colombo",55000000.0
6078,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6079,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6090,3.0,3.0,210000.0,"Malabe,  Colombo",25500000.0
6093,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6094,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
6095,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
6096,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6097,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6101,2.0,3.0,180000.0,"Malabe,  Colombo",22500000.0
6104,2.0,3.0,275000.0,"Malabe,  Colombo",46000000.0
6105,4.0,4.0,267500.0,"Malabe,  Colombo",49500000.0
6106,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6108,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
6109,2.0,4.0,210000.0,"Malabe,  Colombo",37000000.0
6113,4.0,4.0,400000.0,"Malabe,  Colombo",65000000.0
6114,3.0,3.0,120000.0,"Malabe,  Colombo",29500000.0
6116,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
6117,2.0,3.0,130000.0,"Malabe,  Colombo",17000000.0
6119,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6120,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6125,3.0,3.0,125000.0,"Malabe,  Colombo",21000000.0
6134,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6135,4.0,5.0,400000.0,"Malabe,  Colombo",55000000.0
6140,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6141,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6143,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6146,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6149,3.0,6.0,360000.0,"Malabe,  Colombo",85000000.0
6150,4.0,5.0,487100.0,"Malabe,  Colombo",59000000.0
6155,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6158,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6159,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6161,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6164,3.0,3.0,120000.0,"Malabe,  Colombo",29500000.0
6166,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
6167,2.0,3.0,140000.0,"Malabe,  Colombo",16000000.0
6168,2.0,3.0,130000.0,"Malabe,  Colombo",17000000.0
6171,5.0,5.0,560000.0,"Malabe,  Colombo",135000000.0
6172,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6173,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
6174,3.0,4.0,267500.0,"Malabe,  Colombo",480000000.0
6175,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6177,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6179,2.0,5.0,430000.0,"Malabe,  Colombo",55000000.0
6180,2.0,3.0,119000.0,"Malabe,  Colombo",16500000.0
6181,4.0,5.0,220000.0,"Malabe,  Colombo",27500000.0
6185,3.0,3.0,210000.0,"Malabe,  Colombo",25500000.0
6186,2.0,3.0,266800.0,"Malabe,  Colombo",43500000.0
6187,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6193,2.0,2.0,180000.0,"Malabe,  Colombo",16000000.0
6195,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6198,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6200,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6206,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6208,2.0,3.0,180000.0,"Malabe,  Colombo",165000000.0
6209,4.0,4.0,280000.0,"Malabe,  Colombo",36000000.0
6210,4.0,5.0,500000.0,"Malabe,  Colombo",65000000.0
6213,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6220,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6225,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6229,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6230,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
6231,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6233,4.0,5.0,400000.0,"Malabe,  Colombo",55000000.0
6239,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6242,3.0,3.0,210000.0,"Malabe,  Colombo",25500000.0
6244,3.0,5.0,300000.0,"Malabe,  Colombo",37500000.0
6253,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6258,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
6260,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6264,3.0,3.0,120000.0,"Malabe,  Colombo",29500000.0
6266,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
6268,2.0,3.0,140000.0,"Malabe,  Colombo",16000000.0
6269,2.0,3.0,130000.0,"Malabe,  Colombo",17000000.0
6270,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6271,4.0,4.0,267500.0,"Malabe,  Colombo",49500000.0
6275,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6276,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6281,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6282,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6284,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6285,3.0,4.0,285000.0,"Malabe,  Colombo",47000000.0
6293,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6296,3.0,3.0,230000.0,"Malabe,  Colombo",25000000.0
6297,3.0,5.0,280000.0,"Malabe,  Colombo",32500000.0
6298,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6301,5.0,5.0,430000.0,"Malabe,  Colombo",55000000.0
6303,2.0,3.0,135000.0,"Malabe,  Colombo",14500000.0
6304,3.0,3.0,210000.0,"Malabe,  Colombo",25500000.0
6305,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6306,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6309,4.0,5.0,380000.0,"Malabe,  Colombo",115000000.0
6314,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6317,2.0,3.0,127100.0,"Malabe,  Colombo",26500000.0
6319,2.0,6.0,380000.0,"Malabe,  Colombo",57500000.0
6321,7.0,10.0,520000.0,"Malabe,  Colombo",52000000.0
6326,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6333,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6335,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6336,3.0,4.0,180000.0,"Malabe,  Colombo",24500000.0
6339,2.0,3.0,220000.0,"Malabe,  Colombo",28000000.0
6340,2.0,3.0,210000.0,"Malabe,  Colombo",23000000.0
6341,3.0,3.0,320000.0,"Malabe,  Colombo",52000000.0
6342,3.0,3.0,120000.0,"Malabe,  Colombo",29500000.0
6344,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
6346,2.0,3.0,140000.0,"Malabe,  Colombo",16000000.0
6347,2.0,3.0,130000.0,"Malabe,  Colombo",17000000.0
6348,2.0,3.0,170000.0,"Malabe,  Colombo",18500000.0
6349,2.0,2.0,120000.0,"Malabe,  Colombo",18000000.0
6353,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6354,3.0,5.0,180000.0,"Malabe,  Colombo",25000000.0
6355,3.0,3.0,230000.0,"Malabe,  Colombo",25000000.0
6356,3.0,5.0,280000.0,"Malabe,  Colombo",32500000.0
6357,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6359,2.0,3.0,200000.0,"Malabe,  Colombo",27500000.0
6361,4.0,5.0,220000.0,"Malabe,  Colombo",27500000.0
6363,5.0,5.0,430000.0,"Malabe,  Colombo",55000000.0
6366,3.0,3.0,210000.0,"Malabe,  Colombo",25500000.0
6370,3.0,5.0,300000.0,"Malabe,  Colombo",37500000.0
6376,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6377,5.0,5.0,560000.0,"Malabe,  Colombo",135000000.0
6378,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
6379,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
6386,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6387,3.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6388,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6395,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6396,3.0,5.0,300000.0,"Malabe,  Colombo",75000000.0
6399,5.0,5.0,500000.0,"Malabe,  Colombo",120000000.0
6400,3.0,4.0,285000.0,"Malabe,  Colombo",49500000.0
6404,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6412,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6415,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6417,3.0,5.0,400000.0,"Malabe,  Colombo",66000000.0
6419,2.0,3.0,127100.0,"Malabe,  Colombo",26500000.0
6420,4.0,4.0,200500.0,"Malabe,  Colombo",27500000.0
6422,2.0,3.0,130000.0,"Malabe,  Colombo",18200000.0
6424,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6426,4.0,5.0,400000.0,"Malabe,  Colombo",53000000.0
6428,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6429,3.0,5.0,300000.0,"Malabe,  Colombo",37000000.0
6430,2.0,3.0,140000.0,"Malabe,  Colombo",21000000.0
6432,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6433,5.0,5.0,557000.0,"Malabe,  Colombo",145000000.0
6435,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6439,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6440,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6444,1.0,3.0,120000.0,"Malabe,  Colombo",19000000.0
6445,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6447,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6452,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6453,4.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6454,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6463,3.0,3.0,230000.0,"Malabe,  Colombo",25500000.0
6468,3.0,4.0,180000.0,"Malabe,  Colombo",24500000.0
6470,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6472,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
6473,3.0,4.0,265000.0,"Malabe,  Colombo",48000000.0
6474,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6476,3.0,5.0,350000.0,"Malabe,  Colombo",66000000.0
6477,2.0,3.0,200000.0,"Malabe,  Colombo",29000000.0
6480,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6483,6.0,8.0,750000.0,"Malabe,  Colombo",180000000.0
6487,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6491,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6496,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6497,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6501,3.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6503,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6504,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6507,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6508,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6514,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6516,3.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6523,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6526,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6528,2.0,4.0,280000.0,"Malabe,  Colombo",36000000.0
6529,3.0,4.0,180000.0,"Malabe,  Colombo",24500000.0
6531,3.0,3.0,320000.0,"Malabe,  Colombo",52000000.0
6534,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6535,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6536,3.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6543,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6550,3.0,3.0,230000.0,"Malabe,  Colombo",25000000.0
6554,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6556,3.0,4.0,267500.0,"Malabe,  Colombo",53000000.0
6557,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6558,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6560,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6561,2.0,3.0,110000.0,"Malabe,  Colombo",14200000.0
6563,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6566,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
6567,3.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6568,2.0,3.0,127100.0,"Malabe,  Colombo",26500000.0
6574,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6575,3.0,4.0,220000.0,"Malabe,  Colombo",30000000.0
6577,3.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6579,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6580,4.0,4.0,400000.0,"Malabe,  Colombo",65000000.0
6584,1.0,2.0,130000.0,"Malabe,  Colombo",21000000.0
6586,2.0,3.0,140000.0,"Malabe,  Colombo",18500000.0
6587,2.0,3.0,107000.0,"Malabe,  Colombo",14200000.0
6590,3.0,3.0,210000.0,"Malabe,  Colombo",25500000.0
6591,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6593,3.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6598,3.0,3.0,180000.0,"Malabe,  Colombo",18800000.0
6600,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6604,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6605,2.0,3.0,127100.0,"Malabe,  Colombo",26500000.0
6608,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6609,3.0,5.0,300000.0,"Malabe,  Colombo",37500000.0
6612,2.0,3.0,125000.0,"Malabe,  Colombo",26500000.0
6614,2.0,3.0,140000.0,"Malabe,  Colombo",16000000.0
6615,2.0,5.0,130000.0,"Malabe,  Colombo",17000000.0
6617,3.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6621,4.0,5.0,400000.0,"Malabe,  Colombo",65000000.0
6622,5.0,5.0,560000.0,"Malabe,  Colombo",135000000.0
6623,3.0,5.0,310000.0,"Malabe,  Colombo",37500000.0
6624,3.0,4.0,267500.0,"Malabe,  Colombo",48000000.0
6625,2.0,3.0,125000.0,"Malabe,  Colombo",16500000.0
6628,3.0,3.0,150000.0,"Malabe,  Colombo",18500000.0
6629,4.0,8.0,600000.0,"Malabe,  Colombo",55000000.0
6630,3.0,4.0,267500.0,"Malabe,  Colombo",49500000.0
6636,3.0,4.0,170000.0,"Malabe,  Colombo",24500000.0
6639,7.0,10.0,570000.0,"Malabe,  Colombo",52000000.0
6642,2.0,3.0,127100.0,"Malabe,  Colombo",26500000.0
