,Baths,Beds,House size,Location,PriceR
3154,2.0,4.0,260000.0,"Ja-Ela,  Gampaha",30000000.0
3157,6.0,4.0,375000.0,"Ja-Ela,  Gampaha",44500000.0
3163,2.0,4.0,141000.0,"Ja-Ela,  Gampaha",17800000.0
3165,3.0,4.0,260000.0,"Ja-Ela,  Gampaha",188000000.0
3168,2.0,4.0,265000.0,"Ja-Ela,  Gampaha",35000000.0
3170,3.0,4.0,200000.0,"Ja-Ela,  Gampaha",26500000.0
3171,2.0,4.0,220000.0,"Ja-Ela,  Gampaha",31750000.0
3178,1.0,2.0,120000.0,"Ja-Ela,  Gampaha",8900000.0
3180,6.0,9.0,280000.0,"Ja-Ela,  Gampaha",20000000.0
3181,1.0,2.0,160000.0,"Ja-Ela,  Gampaha",8000000.0
3183,1.0,2.0,150000.0,"Ja-Ela,  Gampaha",9500000.0
3184,8.0,6.0,670000.0,"Ja-Ela,  Gampaha",120000000.0
3188,1.0,2.0,150000.0,"Ja-Ela,  Gampaha",10500000.0
3193,2.0,4.0,141000.0,"Ja-Ela,  Gampaha",17800000.0
3197,2.0,4.0,265000.0,"Ja-Ela,  Gampaha",35000000.0
3199,6.0,4.0,375000.0,"Ja-Ela,  Gampaha",44500000.0
3202,2.0,4.0,120000.0,"Ja-Ela,  Gampaha",18000000.0
3204,8.0,6.0,550000.0,"Ja-Ela,  Gampaha",120000000.0
3207,3.0,4.0,227500.0,"Ja-Ela,  Gampaha",29000000.0
3212,1.0,2.0,147000.0,"Ja-Ela,  Gampaha",12000000.0
3217,2.0,4.0,141000.0,"Ja-Ela,  Gampaha",17800000.0
3222,3.0,4.0,265000.0,"Ja-Ela,  Gampaha",35000000.0
3223,6.0,4.0,375000.0,"Ja-Ela,  Gampaha",44500000.0
3224,1.0,2.0,160000.0,"Ja-Ela,  Gampaha",8000000.0
3231,2.0,5.0,154000.0,"Ja-Ela,  Gampaha",20000000.0
3239,2.0,4.0,141000.0,"Ja-Ela,  Gampaha",17800000.0
3243,2.0,4.0,240000.0,"Ja-Ela,  Gampaha",48000000.0
3244,3.0,4.0,230000.0,"Ja-Ela,  Gampaha",31500000.0
3245,4.0,4.0,290000.0,"Ja-Ela,  Gampaha",58000000.0
3251,2.0,4.0,200000.0,"Ja-Ela,  Gampaha",27500000.0
3252,3.0,4.0,200000.0,"Ja-Ela,  Gampaha",28000000.0
3255,2.0,4.0,257700.0,"Ja-Ela,  Gampaha",30000000.0
3261,8.0,6.0,670000.0,"Ja-Ela,  Gampaha",120000000.0
3264,8.0,6.0,550000.0,"Ja-Ela,  Gampaha",120000000.0
3265,1.0,3.0,110000.0,"Jaffna City,  Jaffna",11000000.0
3266,2.0,6.0,150000.0,"Jaffna City,  Jaffna",13000000.0
3267,2.0,5.0,285000.0,"Jaffna City,  Jaffna",50000000.0
3268,1.0,4.0,160000.0,"Jaffna City,  Jaffna",30500000.0
3269,2.0,4.0,140000.0,"Jaffna City,  Jaffna",19500000.0
3270,2.0,3.0,120000.0,"Jaffna City,  Jaffna",13600000.0
3271,2.0,3.0,140000.0,"Jaffna City,  Jaffna",9000000.0
3272,3.0,6.0,250000.0,"Jaffna City,  Jaffna",55000000.0
3273,3.0,4.0,180000.0,"Jaffna City,  Jaffna",34500000.0
3274,1.0,3.0,276200.0,"Jaffna City,  Jaffna",19000000.0
3275,1.0,3.0,130000.0,"Jaffna City,  Jaffna",44000000.0
3276,1.0,3.0,110000.0,"Jaffna City,  Jaffna",11000000.0
3277,2.0,6.0,150000.0,"Jaffna City,  Jaffna",13000000.0
3278,1.0,4.0,160000.0,"Jaffna City,  Jaffna",30500000.0
3279,2.0,4.0,140000.0,"Jaffna City,  Jaffna",19500000.0
3280,2.0,3.0,120000.0,"Jaffna City,  Jaffna",13600000.0
3281,1.0,3.0,200000.0,"Kadawatha,  Gampaha",16000000.0
3282,2.0,4.0,490000.0,"Kadawatha,  Gampaha",70000000.0
3283,1.0,2.0,350000.0,"Kadawatha,  Gampaha",5750000.0
3286,1.0,3.0,120000.0,"Kadawatha,  Gampaha",7500000.0
3287,1.0,3.0,120000.0,"Kadawatha,  Gampaha",8000000.0
3288,2.0,3.0,200000.0,"Kadawatha,  Gampaha",16500000.0
3289,1.0,3.0,150000.0,"Kadawatha,  Gampaha",12800000.0
3290,2.0,3.0,140000.0,"Kadawatha,  Gampaha",12500000.0
3293,1.0,3.0,150000.0,"Kadawatha,  Gampaha",12500000.0
3294,2.0,3.0,117500.0,"Kadawatha,  Gampaha",16000000.0
3295,1.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3296,3.0,5.0,235000.0,"Kadawatha,  Gampaha",39500000.0
3297,1.0,3.0,160000.0,"Kadawatha,  Gampaha",14800000.0
3299,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3300,2.0,5.0,130000.0,"Kadawatha,  Gampaha",19500000.0
3301,1.0,3.0,200000.0,"Kadawatha,  Gampaha",9500000.0
3302,3.0,4.0,160000.0,"Kadawatha,  Gampaha",17500000.0
3303,1.0,4.0,160000.0,"Kadawatha,  Gampaha",16500000.0
3304,2.0,3.0,220000.0,"Kadawatha,  Gampaha",18500000.0
3307,2.0,4.0,270000.0,"Kadawatha,  Gampaha",28000000.0
3309,4.0,5.0,220000.0,"Kadawatha,  Gampaha",37000000.0
3311,2.0,4.0,260000.0,"Kadawatha,  Gampaha",30000000.0
3312,1.0,3.0,100000.0,"Kadawatha,  Gampaha",5000000.0
3313,1.0,3.0,110000.0,"Kadawatha,  Gampaha",18000000.0
3314,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3315,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3316,1.0,3.0,120000.0,"Kadawatha,  Gampaha",16500000.0
3317,7.0,10.0,550000.0,"Kadawatha,  Gampaha",60000000.0
3318,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3319,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3320,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3323,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3324,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3325,3.0,4.0,270000.0,"Kadawatha,  Gampaha",28000000.0
3327,2.0,3.0,110000.0,"Kadawatha,  Gampaha",11500000.0
3328,2.0,4.0,210000.0,"Kadawatha,  Gampaha",29500000.0
3329,3.0,3.0,280000.0,"Kadawatha,  Gampaha",28000000.0
3330,2.0,4.0,220000.0,"Kadawatha,  Gampaha",35000000.0
3331,2.0,3.0,135000.0,"Kadawatha,  Gampaha",12500000.0
3332,3.0,3.0,280000.0,"Kadawatha,  Gampaha",21000000.0
3334,3.0,4.0,384200.0,"Kadawatha,  Gampaha",40000000.0
3335,2.0,3.0,115000.0,"Kadawatha,  Gampaha",118000000.0
3336,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3337,2.0,3.0,300000.0,"Kadawatha,  Gampaha",26000000.0
3338,1.0,3.0,180000.0,"Kadawatha,  Gampaha",13000000.0
3340,2.0,4.0,230000.0,"Kadawatha,  Gampaha",34500000.0
3341,2.0,3.0,186400.0,"Kadawatha,  Gampaha",21000000.0
3343,1.0,2.0,120000.0,"Kadawatha,  Gampaha",13000000.0
3345,3.0,3.0,250000.0,"Kadawatha,  Gampaha",26500000.0
3346,2.0,3.0,210000.0,"Kadawatha,  Gampaha",23500000.0
3347,3.0,5.0,350000.0,"Kadawatha,  Gampaha",38000000.0
3348,2.0,2.0,100000.0,"Kadawatha,  Gampaha",4500000.0
3350,3.0,4.0,275000.0,"Kadawatha,  Gampaha",30000000.0
3351,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3352,2.0,3.0,544500.0,"Kadawatha,  Gampaha",26000000.0
3353,1.0,3.0,135000.0,"Kadawatha,  Gampaha",13000000.0
3354,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3355,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3356,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3357,3.0,4.0,238000.0,"Kadawatha,  Gampaha",37000000.0
3358,1.0,3.0,130000.0,"Kadawatha,  Gampaha",12000000.0
3360,2.0,4.0,230000.0,"Kadawatha,  Gampaha",34500000.0
3361,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3362,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3366,2.0,3.0,230000.0,"Kadawatha,  Gampaha",21000000.0
3367,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3368,7.0,7.0,400000.0,"Kadawatha,  Gampaha",60000000.0
3369,3.0,5.0,235000.0,"Kadawatha,  Gampaha",39500000.0
3370,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3371,2.0,3.0,150000.0,"Kadawatha,  Gampaha",15500000.0
3372,1.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3373,1.0,3.0,132000.0,"Kadawatha,  Gampaha",13000000.0
3374,3.0,3.0,182500.0,"Kadawatha,  Gampaha",28000000.0
3375,3.0,4.0,375000.0,"Kadawatha,  Gampaha",40000000.0
3376,3.0,4.0,270000.0,"Kadawatha,  Gampaha",28000000.0
3377,4.0,4.0,239000.0,"Kadawatha,  Gampaha",37000000.0
3379,1.0,4.0,160000.0,"Kadawatha,  Gampaha",16500000.0
3380,2.0,3.0,220000.0,"Kadawatha,  Gampaha",18500000.0
3382,2.0,3.0,120000.0,"Kadawatha,  Gampaha",16500000.0
3383,2.0,3.0,160000.0,"Kadawatha,  Gampaha",20000000.0
3384,2.0,3.0,280524.0,"Kadawatha,  Gampaha",27500000.0
3385,2.0,3.0,384207.0,"Kadawatha,  Gampaha",42000000.0
3387,4.0,5.0,220000.0,"Kadawatha,  Gampaha",37000000.0
3388,2.0,3.0,200000.0,"Kadawatha,  Gampaha",12500000.0
3389,8.0,3.0,200000.0,"Kadawatha,  Gampaha",12500000.0
3390,2.0,4.0,150000.0,"Kadawatha,  Gampaha",19000000.0
3391,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3392,1.0,1.0,125000.0,"Kadawatha,  Gampaha",5500000.0
3393,3.0,4.0,239000.0,"Kadawatha,  Gampaha",39500000.0
3394,1.0,3.0,200000.0,"Kadawatha,  Gampaha",16000000.0
3395,2.0,4.0,180000.0,"Kadawatha,  Gampaha",35000000.0
3396,3.0,5.0,245000.0,"Kadawatha,  Gampaha",45000000.0
3397,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3398,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3399,2.0,3.0,145000.0,"Kadawatha,  Gampaha",8800000.0
3401,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3402,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3403,8.0,6.0,670000.0,"Kadawatha,  Gampaha",120000000.0
3404,3.0,4.0,250000.0,"Kadawatha,  Gampaha",45000000.0
3405,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3406,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3407,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3408,1.0,3.0,150000.0,"Kadawatha,  Gampaha",12500000.0
3409,2.0,3.0,116500.0,"Kadawatha,  Gampaha",16000000.0
3410,1.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3411,3.0,5.0,235000.0,"Kadawatha,  Gampaha",39500000.0
3412,1.0,3.0,160000.0,"Kadawatha,  Gampaha",14800000.0
3414,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3415,2.0,5.0,130000.0,"Kadawatha,  Gampaha",195000000.0
3416,1.0,2.0,170100.0,"Kadawatha,  Gampaha",4700000.0
3418,1.0,3.0,105000.0,"Kadawatha,  Gampaha",9800000.0
3420,2.0,3.0,110000.0,"Kadawatha,  Gampaha",11500000.0
3421,2.0,4.0,210000.0,"Kadawatha,  Gampaha",29500000.0
3422,2.0,4.0,210000.0,"Kadawatha,  Gampaha",29500000.0
3423,3.0,3.0,280000.0,"Kadawatha,  Gampaha",28000000.0
3424,2.0,4.0,230000.0,"Kadawatha,  Gampaha",34500000.0
3425,2.0,4.0,220000.0,"Kadawatha,  Gampaha",35000000.0
3426,2.0,3.0,135000.0,"Kadawatha,  Gampaha",12500000.0
3427,3.0,3.0,280000.0,"Kadawatha,  Gampaha",21000000.0
3428,2.0,3.0,186400.0,"Kadawatha,  Gampaha",21000000.0
3430,3.0,4.0,384200.0,"Kadawatha,  Gampaha",40000000.0
3433,8.0,6.0,670000.0,"Kadawatha,  Gampaha",120000000.0
3434,8.0,6.0,670000.0,"Kadawatha,  Gampaha",120000000.0
3436,2.0,4.0,260000.0,"Kadawatha,  Gampaha",30000000.0
3438,3.0,4.0,230000.0,"Kadawatha,  Gampaha",29000000.0
3443,4.0,5.0,200000.0,"Kadawatha,  Gampaha",32000000.0
3444,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3445,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3447,1.0,3.0,118800.0,"Kadawatha,  Gampaha",12500000.0
3449,2.0,4.0,240000.0,"Kadawatha,  Gampaha",23800000.0
3450,2.0,3.0,130000.0,"Kadawatha,  Gampaha",10000000.0
3451,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3452,3.0,3.0,182500.0,"Kadawatha,  Gampaha",28000000.0
3456,2.0,3.0,220000.0,"Kadawatha,  Gampaha",18500000.0
3457,1.0,4.0,160000.0,"Kadawatha,  Gampaha",16500000.0
3458,1.0,3.0,135000.0,"Kadawatha,  Gampaha",12000000.0
3460,2.0,4.0,210000.0,"Kadawatha,  Gampaha",29500000.0
3461,1.0,3.0,150000.0,"Kadawatha,  Gampaha",12500000.0
3462,1.0,3.0,300000.0,"Kadawatha,  Gampaha",20500000.0
3463,1.0,2.0,230000.0,"Kadawatha,  Gampaha",14000000.0
3464,2.0,2.0,210000.0,"Kadawatha,  Gampaha",10500000.0
3466,2.0,4.0,180000.0,"Kadawatha,  Gampaha",35000000.0
3467,2.0,3.0,110000.0,"Kadawatha,  Gampaha",12000000.0
3468,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3469,2.0,3.0,116500.0,"Kadawatha,  Gampaha",16000000.0
3470,1.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3471,3.0,5.0,235000.0,"Kadawatha,  Gampaha",39500000.0
3472,1.0,3.0,160000.0,"Kadawatha,  Gampaha",14800000.0
3474,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3475,2.0,5.0,130000.0,"Kadawatha,  Gampaha",19500000.0
3478,2.0,3.0,110000.0,"Kadawatha,  Gampaha",11500000.0
3479,3.0,3.0,280000.0,"Kadawatha,  Gampaha",28000000.0
3480,2.0,4.0,230000.0,"Kadawatha,  Gampaha",34500000.0
3481,2.0,4.0,220000.0,"Kadawatha,  Gampaha",35000000.0
3482,3.0,3.0,280000.0,"Kadawatha,  Gampaha",21000000.0
3483,2.0,3.0,186400.0,"Kadawatha,  Gampaha",21000000.0
3485,3.0,4.0,384200.0,"Kadawatha,  Gampaha",40000000.0
3488,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12400000.0
3490,4.0,5.0,220000.0,"Kadawatha,  Gampaha",37000000.0
3491,1.0,3.0,130000.0,"Kadawatha,  Gampaha",16500000.0
3492,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3493,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3494,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3495,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3496,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3498,2.0,4.0,260000.0,"Kadawatha,  Gampaha",30000000.0
3499,2.0,4.0,200000.0,"Kadawatha,  Gampaha",25000000.0
3501,1.0,3.0,105000.0,"Kadawatha,  Gampaha",9800000.0
3502,1.0,3.0,120000.0,"Kadawatha,  Gampaha",7300000.0
3504,4.0,5.0,500000.0,"Kadawatha,  Gampaha",63000000.0
3506,1.0,3.0,105000.0,"Kadawatha,  Gampaha",7500000.0
3508,1.0,3.0,185000.0,"Kadawatha,  Gampaha",13800000.0
3509,1.0,3.0,170000.0,"Kadawatha,  Gampaha",13800000.0
3511,1.0,1.0,110000.0,"Kadawatha,  Gampaha",4500000.0
3512,2.0,5.0,220000.0,"Kadawatha,  Gampaha",23500000.0
3513,3.0,4.0,275000.0,"Kadawatha,  Gampaha",30000000.0
3514,3.0,4.0,490000.0,"Kadawatha,  Gampaha",70000000.0
3515,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3516,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3517,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3518,3.0,4.0,228600.0,"Kadawatha,  Gampaha",36000000.0
3521,3.0,4.0,230000.0,"Kadawatha,  Gampaha",34500000.0
3523,2.0,4.0,250000.0,"Kadawatha,  Gampaha",33500000.0
3524,1.0,2.0,160000.0,"Kadawatha,  Gampaha",7500000.0
3527,2.0,4.0,220000.0,"Kadawatha,  Gampaha",35000000.0
3528,2.0,3.0,135000.0,"Kadawatha,  Gampaha",12000000.0
3529,3.0,3.0,280000.0,"Kadawatha,  Gampaha",21000000.0
3530,3.0,4.0,384200.0,"Kadawatha,  Gampaha",40000000.0
3531,1.0,4.0,150000.0,"Kadawatha,  Gampaha",15000000.0
3532,4.0,5.0,220000.0,"Kadawatha,  Gampaha",37000000.0
3534,3.0,4.0,160000.0,"Kadawatha,  Gampaha",17500000.0
3535,1.0,4.0,160000.0,"Kadawatha,  Gampaha",16500000.0
3537,2.0,3.0,220000.0,"Kadawatha,  Gampaha",18500000.0
3541,1.0,3.0,147500.0,"Kadawatha,  Gampaha",6800000.0
3544,1.0,3.0,200000.0,"Kadawatha,  Gampaha",13000000.0
3545,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3546,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3547,2.0,4.0,275000.0,"Kadawatha,  Gampaha",28000000.0
3548,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3549,2.0,3.0,127500.0,"Kadawatha,  Gampaha",12500000.0
3551,1.0,2.0,163350.0,"Kadawatha,  Gampaha",4100000.0
3552,2.0,3.0,200900.0,"Kadawatha,  Gampaha",21000000.0
3554,3.0,4.0,375000.0,"Kadawatha,  Gampaha",40000000.0
3556,3.0,3.0,182500.0,"Kadawatha,  Gampaha",28000000.0
3557,1.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3558,1.0,3.0,130000.0,"Kadawatha,  Gampaha",12000000.0
3559,6.0,7.0,400000.0,"Kadawatha,  Gampaha",60000000.0
3561,2.0,4.0,230000.0,"Kadawatha,  Gampaha",34500000.0
3562,2.0,3.0,230000.0,"Kadawatha,  Gampaha",21000000.0
3564,3.0,4.0,238000.0,"Kadawatha,  Gampaha",37000000.0
3565,3.0,5.0,235000.0,"Kadawatha,  Gampaha",39500000.0
3567,3.0,4.0,490000.0,"Kadawatha,  Gampaha",70000000.0
3568,1.0,2.0,350000.0,"Kadawatha,  Gampaha",5750000.0
3569,3.0,4.0,160000.0,"Kadawatha,  Gampaha",17500000.0
3570,1.0,4.0,160000.0,"Kadawatha,  Gampaha",16500000.0
3571,2.0,3.0,220000.0,"Kadawatha,  Gampaha",18500000.0
3574,2.0,4.0,270000.0,"Kadawatha,  Gampaha",28000000.0
3575,1.0,3.0,110000.0,"Kadawatha,  Gampaha",16000000.0
3576,3.0,4.0,239000.0,"Kadawatha,  Gampaha",37000000.0
3578,2.0,3.0,140000.0,"Kadawatha,  Gampaha",11500000.0
3580,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12000000.0
3581,1.0,3.0,135000.0,"Kadawatha,  Gampaha",13000000.0
3584,1.0,4.0,160000.0,"Kadawatha,  Gampaha",16500000.0
3585,2.0,3.0,220000.0,"Kadawatha,  Gampaha",18500000.0
3586,2.0,3.0,120000.0,"Kadawatha,  Gampaha",12500000.0
3587,2.0,3.0,145000.0,"Kadawatha,  Gampaha",8800000.0
3588,8.0,6.0,670000.0,"Kadawatha,  Gampaha",120000000.0
3589,1.0,3.0,105000.0,"Kadawatha,  Gampaha",9800000.0
3591,8.0,6.0,670000.0,"Kadawatha,  Gampaha",120000000.0
3592,8.0,6.0,670000.0,"Kadawatha,  Gampaha",120000000.0
3596,2.0,3.0,250000.0,"Kaduwela,  Colombo",46000000.0
3599,3.0,4.0,225000.0,"Kaduwela,  Colombo",27000000.0
3602,2.0,4.0,280000.0,"Kaduwela,  Colombo",39500000.0
3605,4.0,8.0,350000.0,"Kaduwela,  Colombo",28500000.0
3606,1.0,2.0,130000.0,"Kaduwela,  Colombo",11000000.0
3607,1.0,2.0,150000.0,"Kaduwela,  Colombo",7500000.0
3609,3.0,4.0,180000.0,"Kaduwela,  Colombo",18500000.0
3610,1.0,2.0,175000.0,"Kaduwela,  Colombo",11000000.0
3614,3.0,3.0,300000.0,"Kaduwela,  Colombo",40000000.0
3615,1.0,2.0,120000.0,"Kaduwela,  Colombo",18000000.0
3617,2.0,3.0,250000.0,"Kaduwela,  Colombo",46000000.0
3620,3.0,5.0,400000.0,"Kaduwela,  Colombo",40000000.0
3621,1.0,3.0,120000.0,"Kaduwela,  Colombo",70000000.0
3624,4.0,8.0,2150000.0,"Kaduwela,  Colombo",40000000.0
3625,1.0,3.0,100000.0,"Kaduwela,  Colombo",13000000.0
3626,2.0,3.0,120000.0,"Kaduwela,  Colombo",16000000.0
3631,2.0,4.0,280000.0,"Kaduwela,  Colombo",39500000.0
3638,3.0,3.0,125000.0,"Kaduwela,  Colombo",14900000.0
3639,2.0,4.0,180000.0,"Kaduwela,  Colombo",31500000.0
3643,1.0,1.0,800.0,"Kaduwela,  Colombo",1900000.0
3644,1.0,1.0,135000.0,"Kaduwela,  Colombo",5500000.0
3646,3.0,4.0,220000.0,"Kaduwela,  Colombo",25000000.0
3648,2.0,3.0,100000.0,"Kaduwela,  Colombo",14300000.0
3650,2.0,2.0,100000.0,"Kaduwela,  Colombo",25000000.0
3651,1.0,5.0,200000.0,"Kaduwela,  Colombo",28000000.0
3655,2.0,4.0,280000.0,"Kaduwela,  Colombo",39500000.0
3657,1.0,2.0,120000.0,"Kaduwela,  Colombo",4250000.0
3658,3.0,3.0,125000.0,"Kaduwela,  Colombo",14900000.0
3661,2.0,3.0,100000.0,"Kaduwela,  Colombo",16000000.0
3665,2.0,3.0,140000.0,"Kaduwela,  Colombo",17500000.0
3668,1.0,4.0,140000.0,"Kaduwela,  Colombo",14000000.0
3669,5.0,6.0,450000.0,"Kaduwela,  Colombo",47000000.0
3671,1.0,2.0,130000.0,"Kaduwela,  Colombo",14700000.0
3673,1.0,2.0,100000.0,"Kaduwela,  Colombo",9800000.0
3679,3.0,4.0,180000.0,"Kaduwela,  Colombo",18500000.0
3681,1.0,2.0,120000.0,"Kaduwela,  Colombo",18000000.0
3683,3.0,5.0,400000.0,"Kaduwela,  Colombo",40000000.0
3685,4.0,8.0,2150000.0,"Kaduwela,  Colombo",40000000.0
3689,1.0,4.0,200000.0,"Kalutara City,  Kalutara",15000000.0
3691,1.0,2.0,100000.0,"Kalutara City,  Kalutara",7000000.0
3692,4.0,5.0,380000.0,"Kalutara City,  Kalutara",36000000.0
3694,2.0,6.0,300000.0,"Kalutara City,  Kalutara",34000000.0
3695,4.0,4.0,130000.0,"Kalutara City,  Kalutara",7800000.0
3697,2.0,4.0,250000.0,"Kalutara City,  Kalutara",19800000.0
3699,3.0,5.0,200000.0,"Kalutara City,  Kalutara",27500000.0
3700,3.0,5.0,200000.0,"Kalutara City,  Kalutara",27500000.0
3701,2.0,3.0,180000.0,"Kalutara City,  Kalutara",15000000.0
3702,1.0,3.0,120000.0,"Kalutara City,  Kalutara",8200000.0
3704,1.0,3.0,150000.0,"Kalutara City,  Kalutara",8900000.0
3705,3.0,3.0,300000.0,"Kalutara City,  Kalutara",23000000.0
3708,1.0,2.0,150000.0,"Kalutara City,  Kalutara",7500000.0
3709,1.0,2.0,120000.0,"Kalutara City,  Kalutara",6900000.0
3710,2.0,8.0,400000.0,"Kalutara City,  Kalutara",25500000.0
3711,1.0,3.0,120000.0,"Kalutara City,  Kalutara",8800000.0
3712,2.0,4.0,160000.0,"Kalutara City,  Kalutara",16500000.0
3713,1.0,4.0,150000.0,"Kalutara City,  Kalutara",12500000.0
3717,1.0,2.0,120000.0,"Kalutara City,  Kalutara",6900000.0
3719,2.0,6.0,300000.0,"Kalutara City,  Kalutara",34000000.0
3720,4.0,5.0,380000.0,"Kalutara City,  Kalutara",36000000.0
3721,4.0,5.0,380000.0,"Kalutara City,  Kalutara",38500000.0
3723,1.0,3.0,100000.0,"Kalutara City,  Kalutara",7000000.0
3726,2.0,4.0,250000.0,"Kalutara City,  Kalutara",18000000.0
3727,1.0,4.0,200000.0,"Kalutara City,  Kalutara",15000000.0
3729,1.0,4.0,250000.0,"Kalutara City,  Kalutara",15800000.0
3730,3.0,5.0,200000.0,"Kalutara City,  Kalutara",27500000.0
3731,3.0,5.0,200000.0,"Kalutara City,  Kalutara",27500000.0
3732,2.0,3.0,180000.0,"Kalutara City,  Kalutara",13500000.0
3743,2.0,2.0,150000.0,"Kandana,  Gampaha",19500000.0
3747,2.0,4.0,200000.0,"Kandana,  Gampaha",29500000.0
3750,3.0,4.0,475000.0,"Kandana,  Gampaha",65000000.0
3763,5.0,10.0,400000.0,"Kandana,  Gampaha",38000000.0
3768,7.0,5.0,450000.0,"Kandana,  Gampaha",575000000.0
3773,2.0,3.0,150000.0,"Kandana,  Gampaha",125000000.0
3788,3.0,4.0,230000.0,"Kandana,  Gampaha",40000000.0
3795,2.0,2.0,150000.0,"Kandana,  Gampaha",19500000.0
3799,2.0,4.0,900.0,"Kandana,  Gampaha",6500000.0
3800,3.0,4.0,230000.0,"Kandana,  Gampaha",31500000.0
3805,8.0,6.0,670000.0,"Kandana,  Gampaha",120000000.0
3808,2.0,4.0,200000.0,"Kandana,  Gampaha",29500000.0
3811,3.0,4.0,475000.0,"Kandana,  Gampaha",65000000.0
3822,2.0,5.0,180000.0,"Kandana,  Gampaha",40000000.0
3824,2.0,2.0,155000.0,"Kandana,  Gampaha",20000000.0
3826,1.0,2.0,326700.0,"Kandana,  Gampaha",75000000.0
3827,2.0,2.0,140000.0,"Kandana,  Gampaha",10500000.0
3831,1.0,2.0,119900.0,"Kandana,  Gampaha",8699999.0
3832,3.0,4.0,230000.0,"Kandana,  Gampaha",40000000.0
3838,1.0,2.0,750.0,"Kandana,  Gampaha",2300000.0
3842,2.0,4.0,200000.0,"Kandana,  Gampaha",35000000.0
3852,3.0,4.0,230000.0,"Kandana,  Gampaha",31500000.0
3854,1.0,2.0,155000.0,"Kandana,  Gampaha",19000000.0
3856,2.0,4.0,200000.0,"Kandana,  Gampaha",29500000.0
3869,8.0,6.0,670000.0,"Kandana,  Gampaha",120000000.0
3874,8.0,8.0,860000.0,"Kandy City,  Kandy",200000000.0
3875,4.0,4.0,250000.0,"Kandy City,  Kandy",55000000.0
3876,5.0,5.0,180000.0,"Kandy City,  Kandy",47000000.0
3877,5.0,5.0,200000.0,"Kandy City,  Kandy",175000000.0
3879,4.0,5.0,240000.0,"Kandy City,  Kandy",35000000.0
3883,2.0,2.0,130000.0,"Kandy City,  Kandy",12500000.0
3884,1.0,2.0,750.0,"Kandy City,  Kandy",3250000.0
